Season,Birth_place,,,,,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
1990,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Arizona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Arizona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Delaware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,District of Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,District of Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,District of Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,District of Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,District of Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,District of Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,District of Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Hawaii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Kansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Kansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Kansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Kansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Kansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Maine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Montana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Nevada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,North Dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Rhode Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Utah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Utah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Utah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
